ome	zstar	zpr	zppr	zstarFi	zprFi	zpprFi	zprS	zpprS	zC
174.38578058345135	26.9309720898461	26.77668923339121	2.8785710695518705	26.768287989729938	26.67521641596449	2.2302625546286716	26.66154622445681	2.240149167208988	(26.66154622445681+2.240149167208988j)
162.76008553042507	26.767282118144333	26.630725093597498	2.700346826162505	26.6188961231809	26.534897640497054	2.1130163333583023	26.523955136895037	2.144507499831083	(26.523955136895037+2.144507499831083j)
152.58759958725065	26.624297098050892	26.501951981431244	2.549458205029777	26.486318879955842	26.410202444476337	2.0065628952219177	26.40045325938459	2.060754943557969	(26.40045325938459+2.060754943557969j)
135.63345059975427	26.387556687395687	26.285686305769204	2.316429011478272	26.281942043660404	26.212880613480394	1.9040397920600898	26.191411976723437	1.9214235676401685	(26.191411976723437+1.9214235676401685j)
122.07012623576937	26.20003720903307	26.111235443568905	2.1553035436402674	26.11192172418854	26.04889041879651	1.8132192585787148	26.018490904218808	1.814499721105453	(26.018490904218808+1.814499721105453j)
110.97285742623434	26.04804463544169	25.967323378015763	2.0490841640886117	25.966245418749022	25.908359128759606	1.7328671045187856	25.873739466720757	1.7316622976330782	(25.873739466720757+1.7316622976330782j)
101.72513106647364	25.92142593685572	25.845549182462157	1.981895571624819	25.838462328908218	25.784943719105318	1.6621711479207575	25.749856878302158	1.6668939486346688	(25.749856878302158+1.6668939486346688j)
93.90013016905552	25.813139549181457	25.739988235627035	1.9419523720466745	25.724362573125173	25.674519291736758	1.6005901823515805	25.638027554483905	1.6159347966646977	(25.638027554483905+1.6159347966646977j)
87.19298532433072	25.71823580176332	25.646432894511538	1.9204511299216358	25.62115668525235	25.574364347628695	1.5477590590881332	25.532954221190025	1.576153331267394	(25.532954221190025+1.576153331267394j)
81.38012554918876	25.63325137450987	25.56191591098967	1.9110287774666095	25.52696322001664	25.482651962280883	1.5034294813340705	25.44128419786027	1.541031423919478	(25.44128419786027+1.541031423919478j)
76.2938725529933	25.55583453074164	25.484399140416603	1.9094708729332377	25.440484584675925	25.398127866698676	1.467432032483085	25.35458987438761	1.5142430059823682	(25.35458987438761+1.5142430059823682j)
67.81678278877874	25.417299765778225	25.344821537210052	1.9181106929484644	25.29140386535207	25.25062061162409	1.4357117427151553	25.203109168768073	1.474096912902055	(25.203109168768073+1.474096912902055j)
61.03510968390684	25.294186813260644	25.220295175461004	1.9319932211959245	25.158715870168614	25.11901638093763	1.4127987436507208	25.07025697645245	1.452210917804056	(25.07025697645245+1.452210917804056j)
